"PVWatts: Hourly PV Performance Data"
"Requested Location:","7393 elyria road medina ohio"
"Location:","CLEVELAND, OH"
"Lat (deg N):","41.4"
"Long (deg W):","81.85"
"Elev (m):","245"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.07"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","0.22"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","11","14","14","208","13.3","5.1","215.073","16.717","768.448","729.849"
"3","11","15","49","201","13.9","4.6","237.602","17.751","843.107","802.653"
"3","11","16","2","115","13","4.1","112.679","14.422","406.665","376.384"
"3","11","17","18","48","12","3.6","51.605","11.794","184.62","158.892"
"3","11","18","0","8","11.1","3.1","7.571","9.633","27.926","5.158"
"3","11","19","0","0","10.7","2.9","0","10.7","0","0"
"3","11","20","0","0","10.4","2.8","0","10.4","0","0"
"3","11","21","0","0","10","2.6","0","10","0","0"
"3","11","22","0","0","10","3.1","0","10","0","0"
"3","11","23","0","0","10","3.6","0","10","0","0"
"3","12","0","0","0","10","4.1","0","10","0","0"
"3","12","1","0","0","9.6","3.6","0","9.6","0","0"
"3","12","2","0","0","9.3","3.1","0","9.3","0","0"
"3","12","3","0","0","8.9","2.6","0","8.9","0","0"
"3","12","4","0","0","8.7","3.5","0","8.7","0","0"
"3","12","5","0","0","8.5","4.3","0","8.5","0","0"
"3","12","6","0","0","8.3","5.2","0","8.3","0","0"
"3","12","7","0","34","8.5","5","32.37","7.703","120.404","95.914"
"3","12","8","3","133","8.7","4.8","132.509","9.964","487.633","455.587"
"3","12","9","5","80","8.9","4.6","79.123","9.276","292.018","264.14"
"3","12","10","3","201","9.8","5.1","199.13","12.406","725.497","687.944"
"3","12","11","6","277","10.8","5.7","280.151","14.895","1009.453","964.694"
"3","12","12","0","364","11.7","6.2","367.306","17.204","1309.829","1256.7"
"3","12","13","1","270","11.9","5.2","268.232","16.28","960.53","917.062"
"3","12","14","0","268","12","4.1","266.439","16.848","951.668","908.431"
"3","12","15","1","130","12.2","3.1","125.994","14.215","455.348","424.013"
"3","12","16","0","134","11.5","3.1","131.234","13.263","476.349","444.553"
"3","12","17","0","62","10.7","3.1","60.203","10.734","220.983","194.538"
"3","12","18","0","8","10","3.1","7.571","8.538","28.059","5.289"
"3","12","19","0","0","10","3.3","0","10","0","0"
"3","12","20","0","0","10","3.4","0","10","0","0"
"3","12","21","0","0","10","3.6","0","10","0","0"
"3","12","22","0","0","9.4","3.4","0","9.4","0","0"
"3","12","23","0","0","8.9","3.3","0","8.9","0","0"
"3","13","0","0","0","8.3","3.1","0","8.3","0","0"
"3","13","1","0","0","6.5","3.6","0","6.5","0","0"
"3","13","2","0","0","4.6","4.1","0","4.6","0","0"
"3","13","3","0","0","2.8","4.6","0","2.8","0","0"
"3","13","4","0","0","2.4","4.1","0","2.4","0","0"
"3","13","5","0","0","2.1","3.6","0","2.1","0","0"
"3","13","6","0","2","1.7","3.1","1.94","-0.159","7.462","0"
"3","13","7","0","53","1.7","3.6","51.789","1.114","198.156","172.162"
"3","13","8","0","113","1.7","4.1","110.126","2.568","418.775","388.233"
"3","13","9","1","220","1.7","4.6","219.43","4.889","826.133","786.104"
"3","13","10","102","223","2.2","4.4","315.59","7.729","1171.832","1122.644"
"3","13","11","195","340","2.8","4.3","537.693","13.344","1949.803","1876.277"
"3","13","12","618","279","3.3","4.1","887.841","22.193","3092.564","2973.936"
"3","13","13","622","217","3.7","3.9","811.191","22.158","2824.853","2717.788"
"3","13","14","610","202","4","3.8","724.64","20.548","2536.603","2441.307"
"3","13","15","650","134","4.4","3.6","589.935","18.029","2068.838","1991.133"
"3","13","16","513","100","3.1","3.6","360.13","11.186","1262.047","1210.301"
"3","13","17","251","59","1.9","3.6","129.848","4.063","434.411","403.531"
"3","13","18","7","13","0.6","3.6","13.024","-0.593","48.83","25.679"
"3","13","19","0","0","0.6","3.3","0","0.6","0","0"
"3","13","20","0","0","0.6","2.9","0","0.6","0","0"
"3","13","21","0","0","0.6","2.6","0","0.6","0","0"
"3","13","22","0","0","0.2","2.4","0","0.2","0","0"
"3","13","23","0","0","-0.2","2.3","0","-0.2","0","0"
"3","14","0","0","0","-0.6","2.1","0","-0.6","0","0"
"3","14","1","0","0","-0.8","2.3","0","-0.8","0","0"
"3","14","2","0","0","-0.9","2.4","0","-0.9","0","0"
"3","14","3","0","0","-1.1","2.6","0","-1.1","0","0"
"3","14","4","0","0","-1.3","2.6","0","-1.3","0","0"
"3","14","5","0","0","-1.5","2.6","0","-1.5","0","0"
"3","14","6","0","2","-1.7","2.6","1.94","-3.702","7.573","0"
"3","14","7","111","45","0.5","3.3","70.473","0.34","243.654","216.756"
"3","14","8","366","97","2.8","3.9","266.358","7.289","942.827","899.821"
"3","14","9","541","147","5","4.6","506.411","14.406","1800.227","1731.781"
"3","14","10","648","178","6.5","4.4","715.248","20.989","2495.658","2401.977"
"3","14","11","696","196","7.9","4.3","846.015","25.735","2896.395","2786.3"
"3","14","12","712","203","9.4","4.1","897.239","29.079","3025.318","2909.652"
"3","14","13","703","199","8.9","4.3","866.132","27.504","2941.343","2829.322"
"3","14","14","666","184","8.3","4.4","755.298","24.303","2598.014","2500.271"
"3","14","15","589","156","7.8","4.6","570.26","19.413","1989.169","1914.274"
"3","14","16","444","115","6.1","4.1","341.211","13.186","1190.183","1140.48"
"3","14","17","187","67","4.5","3.6","119.164","6.368","404.453","374.219"
"3","14","18","3","15","2.8","3.1","14.467","1.58","54.67","31.411"
"3","14","19","0","0","2.6","2.1","0","2.6","0","0"
"3","14","20","0","0","2.4","1","0","2.4","0","0"
"3","14","21","0","0","2.2","0","0","2.2","0","0"
"3","14","22","0","0","1.7","0.3","0","1.7","0","0"
"3","14","23","0","0","1.1","0.7","0","1.1","0","0"
"3","15","0","0","0","0.6","1","0","0.6","0","0"
"3","15","1","0","0","-0.5","1.2","0","-0.5","0","0"
"3","15","2","0","0","-1.7","1.3","0","-1.7","0","0"
"3","15","3","0","0","-2.8","1.5","0","-2.8","0","0"
"3","15","4","0","0","-2.4","2.2","0","-2.4","0","0"
"3","15","5","0","0","-2.1","2.9","0","-2.1","0","0"
"3","15","6","6","5","-1.7","3.6","5.176","-3.389","19.258","0"
"3","15","7","286","43","0.5","3.9","106.882","1.204","339.979","311.109"
"3","15","8","590","75","2.8","4.3","343.459","8.778","1193.012","1143.229"
"3","15","9","730","101","5","4.6","581.031","16.077","2045.077","1968.215"
"3","15","10","805","120","4.8","6.7","774.412","17.048","2749.812","2645.879"
"3","15","11","844","131","4.6","8.7","903.525","16.875","3222.187","3097.741"
"3","15","12","858","135","4.4","10.8","954.434","15.676","3424.695","3290.872"
"3","15","13","851","132","3.9","10.3","922.829","15.184","3317.18","3188.378"
"3","15","14","819","123","3.3","9.8","811.014","13.502","2929.628","2818.111"
"3","15","15","757","106","2.8","9.3","632.873","10.903","2289.615","2203.839"
"3","15","16","636","81","1.7","9.1","400.087","6.618","1423.823","1367.316"
"3","15","17","382","52","0.5","9","157.866","1.959","515.969","483.293"
"3","15","18","29","14","-0.6","8.8","15.964","-1.276","56.104","32.819"
"3","15","19","0","0","-0.8","8.3","0","-0.8","0","0"
"3","15","20","0","0","-0.9","7.7","0","-0.9","0","0"
"3","15","21","0","0","-1.1","7.2","0","-1.1","0","0"
"3","15","22","0","0","-1.5","5.8","0","-1.5","0","0"
"3","15","23","0","0","-1.8","4.5","0","-1.8","0","0"
"3","16","0","0","0","-2.2","3.1","0","-2.2","0","0"
"3","16","1","0","0","-2","3.1","0","-2","0","0"
"3","16","2","0","0","-1.9","3.1","0","-1.9","0","0"
"3","16","3","0","0","-1.7","3.1","0","-1.7","0","0"
"3","16","4","0","0","-1.9","3.8","0","-1.9","0","0"
"3","16","5","0","0","-2","4.5","0","-2","0","0"
"3","16","6","13","6","-2.2","5.2","6.527","-3.512","23.461","0.774"
"3","16","7","347","41","-0.2","5","119.757","0.684","375.6","345.981"
"3","16","8","643","69","1.9","4.8","361.99","7.902","1260.511","1208.809"
"3","16","9","779","92","3.9","4.6","602.978","15.459","2127.946","2048.121"
"3","16","10","769","108","5.6","4.3","735.53","20.902","2566.455","2469.973"
"3","16","11","804","128","7.2","3.9","867.238","26.433","2959.176","2846.386"
"3","16","12","697","199","8.9","3.6","882.705","29.237","2974.281","2860.838"
"3","16","13","631","203","7.4","4.6","808.768","24.097","2791.368","2685.707"
"3","16","14","484","225","5.9","5.7","650.554","17.549","2310.018","2223.475"
"3","16","15","533","144","4.4","6.7","521.517","12.552","1877.072","1806.04"
"3","16","16","367","143","3.5","5.3","329.543","9.171","1177.501","1128.154"
"3","16","17","236","76","2.6","4","141.438","4.804","480.433","448.547"
"3","16","18","18","17","1.7","2.6","17.693","0.566","64.432","40.993"
"3","16","19","0","0","1.7","2.8","0","1.7","0","0"
"3","16","20","0","0","1.7","2.9","0","1.7","0","0"
"3","16","21","0","0","1.7","3.1","0","1.7","0","0"
"3","16","22","0","0","2.4","2.9","0","2.4","0","0"
"3","16","23","0","0","3.2","2.8","0","3.2","0","0"
"3","17","0","0","0","3.9","2.6","0","3.9","0","0"
"3","17","1","0","0","3","2.6","0","3","0","0"
"3","17","2","0","0","2","2.6","0","2","0","0"
"3","17","3","0","0","1.1","2.6","0","1.1","0","0"
"3","17","4","0","0","0.9","2.9","0","0.9","0","0"
"3","17","5","0","0","0.8","3.3","0","0.8","0","0"
"3","17","6","18","7","0.6","3.6","7.77","-1.003","27.252","4.496"
"3","17","7","149","55","3.9","3.9","89.8","4.241","303.87","275.748"
"3","17","8","458","97","7.3","4.3","310.149","12.552","1070.95","1024.54"
"3","17","9","661","120","10.6","4.6","562.713","21.259","1937.935","1864.819"
"3","17","10","593","158","13","5.3","656.652","24.979","2249.925","2165.631"
"3","17","11","684","182","15.4","6","826.242","29.612","2777.439","2672.359"
"3","17","12","652","210","17.8","6.7","854.437","31.747","2844.526","2736.632"
"3","17","13","745","144","18.3","6.5","848.136","32.448","2812.62","2706.07"
"3","17","14","746","115","18.9","6.4","746.039","31.463","2479.563","2386.512"
"3","17","15","764","81","19.4","6.2","610.674","29.769","2024.967","1948.816"
"3","17","16","655","70","17.9","5.9","398.804","24.647","1307.284","1254.229"
"3","17","17","435","48","16.5","5.5","168.189","18.961","504.682","472.258"
"3","17","18","68","15","15","5.2","20.453","14.336","61.786","38.396"
"3","17","19","0","0","14.6","5.4","0","14.6","0","0"
"3","17","20","0","0","14.3","5.5","0","14.3","0","0"
"3","17","21","0","0","13.9","5.7","0","13.9","0","0"
"3","17","22","0","0","13.5","5.9","0","13.5","0","0"
"3","17","23","0","0","13.2","6","0","13.2","0","0"
"3","18","0","0","0","12.8","6.2","0","12.8","0","0"
"3","18","1","0","0","12.2","6","0","12.2","0","0"
"3","18","2","0","0","11.7","5.9","0","11.7","0","0"
"3","18","3","0","0","11.1","5.7","0","11.1","0","0"
"3","18","4","0","0","11.3","6.7","0","11.3","0","0"
"3","18","5","0","0","11.5","7.8","0","11.5","0","0"
"3","18","6","0","6","11.7","8.8","5.819","10.832","21.351","0"
"3","18","7","111","51","13.4","9.1","77.747","13.536","256.78","229.618"
"3","18","8","323","114","15","9.5","269.99","17.754","920.72","878.287"
"3","18","9","529","163","16.7","9.8","522.726","22.846","1791.607","1723.448"
"3","18","10","513","222","18","11","659.721","25.514","2256.277","2171.746"
"3","18","11","245","309","19.3","12.2","559.754","25.254","1922.131","1849.559"
"3","18","12","190","346","20.6","13.4","548.296","26.022","1876.641","1805.623"
"3","18","13","66","316","16.9","12.5","386.536","20.741","1356.047","1301.562"
"3","18","14","143","233","13.1","11.7","362.789","16.724","1294.755","1242.065"
"3","18","15","16","110","9.4","10.8","119.162","10.217","437.751","406.799"
"3","18","16","1","131","8.5","9.6","127.763","9.336","471.754","440.059"
"3","18","17","2","71","7.6","8.4","69.222","7.677","257.074","229.907"
"3","18","18","0","11","6.7","7.2","10.416","5.794","39.066","16.094"
"3","18","19","0","0","6.7","7","0","6.7","0","0"
"3","18","20","0","0","6.7","6.9","0","6.7","0","0"
"3","18","21","0","0","6.7","6.7","0","6.7","0","0"
"3","18","22","0","0","6.3","5.8","0","6.3","0","0"
"3","18","23","0","0","6","5","0","6","0","0"
"3","19","0","0","0","5.6","4.1","0","5.6","0","0"
"3","19","1","0","0","5.2","5.1","0","5.2","0","0"
"3","19","2","0","0","4.8","6.2","0","4.8","0","0"
"3","19","3","0","0","4.4","7.2","0","4.4","0","0"
"3","19","4","0","0","4.6","7.5","0","4.6","0","0"
"3","19","5","0","0","4.8","7.9","0","4.8","0","0"
"3","19","6","3","6","5","8.2","5.983","4.042","22.161","0"
"3","19","7","168","56","6.7","9.1","95.716","7.034","318.148","289.733"
"3","19","8","409","108","8.3","9.9","302.981","11.361","1058.078","1012.016"
"3","19","9","625","136","10","10.8","560.853","16.172","1979.807","1905.238"
"3","19","10","435","238","10.4","11.5","616.131","17.107","2191.547","2109.407"
"3","19","11","454","285","10.7","12.2","730.948","18.46","2589.69","2492.28"
"3","19","12","7","294","11.1","12.9","297.348","13.916","1076.146","1029.595"
"3","19","13","5","262","8.7","11.7","262.32","11.077","961.411","917.919"
"3","19","14","1","229","6.3","10.5","225.234","8.369","835.356","795.096"
"3","19","15","5","95","3.9","9.3","93.861","4.352","354.013","324.849"
"3","19","16","2","108","3.7","8.4","104.916","4.239","395.905","365.855"
"3","19","17","2","52","3.5","7.6","50.097","3.249","189.509","163.685"
"3","19","18","0","14","3.3","6.7","13.267","2.359","50.494","27.312"
"3","19","19","0","0","3.1","7.4","0","3.1","0","0"
"3","19","20","0","0","3","8.1","0","3","0","0"
"3","19","21","0","0","2.8","8.8","0","2.8","0","0"
"3","19","22","0","0","2.4","7.4","0","2.4","0","0"
"3","19","23","0","0","2.1","6","0","2.1","0","0"
"3","20","0","0","0","1.7","4.6","0","1.7","0","0"
"3","20","1","0","0","1.5","5.1","0","1.5","0","0"
"3","20","2","0","0","1.3","5.7","0","1.3","0","0"
"3","20","3","0","0","1.1","6.2","0","1.1","0","0"
"3","20","4","0","0","0.9","5.9","0","0.9","0","0"
"3","20","5","0","0","0.8","5.5","0","0.8","0","0"
"3","20","6","0","12","0.6","5.2","11.372","-0.613","43.83","20.771"
"3","20","7","1","61","0.8","4.2","59.065","0.45","226.392","199.84"
"3","20","8","0","139","0.9","3.1","135.661","2.524","515.971","483.294"
"3","20","9","1","242","1.1","2.1","240.556","6.148","900.787","858.867"
"3","20","10","1","325","1.3","2.8","325.95","8.364","1208.923","1158.692"
"3","20","11","0","336","1.5","3.4","335.193","8.534","1242.302","1191.121"
"3","20","12","1","352","1.7","4.1","352.587","8.526","1306.809","1253.767"
"3","20","13","1","369","1.7","4.3","371.096","8.761","1373.997","1318.98"
"3","20","14","2","338","1.7","4.4","340.242","8.046","1263.673","1211.88"
"3","20","15","0","240","1.7","4.6","237.258","5.686","890.253","848.603"
"3","20","16","383","146","1.1","3.9","346.932","7.786","1248.608","1197.247"
"3","20","17","203","65","0.6","3.3","121.594","2.62","417.326","386.816"
"3","20","18","44","15","0","2.6","18.042","-1.203","61.512","38.127"
"3","20","19","0","0","-0.7","2.4","0","-0.7","0","0"
"3","20","20","0","0","-1.5","2.3","0","-1.5","0","0"
"3","20","21","0","0","-2.2","2.1","0","-2.2","0","0"
"3","20","22","0","0","-1.8","2.8","0","-1.8","0","0"
"3","20","23","0","0","-1.5","3.4","0","-1.5","0","0"
"3","21","0","0","0","-1.1","4.1","0","-1.1","0","0"
"3","21","1","0","0","-0.5","4.5","0","-0.5","0","0"
"3","21","2","0","0","0","4.8","0","0","0","0"
"3","21","3","0","0","0.6","5.2","0","0.6","0","0"
"3","21","4","0","0","0.6","5","0","0.6","0","0"
"3","21","5","0","0","0.6","4.8","0","0.6","0","0"
"3","21","6","3","8","0.6","4.6","7.818","-0.778","29.692","6.892"
"3","21","7","71","46","2.8","4.8","62.379","2.557","220.591","194.154"
"3","21","8","109","125","5","5","177.904","7.153","649.863","614.113"
"3","21","9","265","232","7.2","5.2","422.485","14.205","1514.943","1455.657"
"3","21","10","112","246","8.7","5.9","349.181","14.222","1260.418","1208.718"
"3","21","11","117","340","10.2","6.5","468.688","17.316","1670.032","1605.852"
"3","21","12","172","272","11.7","7.2","450.338","18.21","1598.262","1536.372"
"3","21","13","14","226","11.9","6.5","233.378","15.19","839.787","799.417"
"3","21","14","87","329","12","5.9","412.33","18.421","1461.262","1403.622"
"3","21","15","77","193","12.2","5.2","246.47","16.236","879.836","838.452"
"3","21","16","44","128","11.5","5.9","148.597","13.228","534.84","501.739"
"3","21","17","2","47","10.7","6.5","45.139","10.446","165.474","140.118"
"3","21","18","0","16","10","7.2","15.168","9.168","56.06","32.776"
"3","21","19","0","0","10.2","6.3","0","10.2","0","0"
"3","21","20","0","0","10.4","5.5","0","10.4","0","0"
"3","21","21","0","0","10.6","4.6","0","10.6","0","0"
"3","21","22","0","0","10.4","5.5","0","10.4","0","0"
"3","21","23","0","0","10.2","6.3","0","10.2","0","0"
"3","22","0","0","0","10","7.2","0","10","0","0"
"3","22","1","0","0","10.7","7.5","0","10.7","0","0"
"3","22","2","0","0","11.5","7.9","0","11.5","0","0"
"3","22","3","0","0","12.2","8.2","0","12.2","0","0"
"3","22","4","0","0","12.6","7.4","0","12.6","0","0"
"3","22","5","0","0","12.9","6.5","0","12.9","0","0"
"3","22","6","3","12","13.3","5.7","11.536","12.262","41.624","18.605"
"3","22","7","44","43","14.4","5.2","53.288","14.112","182.938","157.242"
"3","22","8","9","131","15.6","4.6","131.263","16.987","467.501","435.9"
"3","22","9","15","217","16.7","4.1","223.049","20.366","783.347","744.382"
"3","22","10","6","257","17.2","5.1","257.855","21.261","902.526","860.561"
"3","22","11","12","347","17.8","6.2","357.094","23.166","1238.947","1187.863"
"3","22","12","2","301","18.3","7.2","299.423","22.38","1042.696","997.049"
"3","22","13","7","342","18.1","5.7","347.204","23.634","1202.03","1151.993"
"3","22","14","6","296","18","4.1","298.409","23.765","1032.421","987.049"
"3","22","15","0","248","17.8","2.6","245.15","23.117","850.778","810.13"
"3","22","16","2","175","17.2","2.8","172.899","20.459","607.266","572.51"
"3","22","17","0","82","16.7","2.9","79.39","17.422","282.827","255.137"
"3","22","18","0","18","16.1","3.1","17.071","15.035","61.475","38.091"
"3","22","19","0","0","15.5","2.8","0","15.5","0","0"
"3","22","20","0","0","15","2.4","0","15","0","0"
"3","22","21","0","0","14.4","2.1","0","14.4","0","0"
"3","22","22","0","0","12.9","2.1","0","12.9","0","0"
"3","22","23","0","0","11.5","2.1","0","11.5","0","0"
"3","23","0","0","0","10","2.1","0","10","0","0"
"3","23","1","0","0","9.8","2.9","0","9.8","0","0"
"3","23","2","0","0","9.6","3.8","0","9.6","0","0"
"3","23","3","0","0","9.4","4.6","0","9.4","0","0"
"3","23","4","0","0","11.1","6.2","0","11.1","0","0"
"3","23","5","0","0","12.7","7.7","0","12.7","0","0"
"3","23","6","43","12","14.4","9.3","13.781","13.69","43.734","20.676"
"3","23","7","162","75","15.5","9.6","115.888","16.161","379.805","350.097"
"3","23","8","144","109","16.7","10","177.661","18.219","614.169","579.254"
"3","23","9","7","256","17.8","10.3","258.322","20.359","907.71","865.612"
"3","23","10","72","286","20","10.6","351.22","23.738","1214.428","1164.04"
"3","23","11","594","261","22.2","11","836.258","31.814","2782.513","2677.221"
"3","23","12","466","221","24.4","11.3","695.213","32.472","2306.784","2220.364"
"3","23","13","364","296","20.9","11.8","658.447","28.179","2230.108","2146.549"
"3","23","14","110","238","17.4","12.4","341.08","20.815","1195.177","1145.333"
"3","23","15","12","149","13.9","12.9","151.904","14.98","546.706","513.338"
"3","23","16","1","131","13.9","10.8","127.233","14.722","458.72","427.311"
"3","23","17","10","80","13.9","8.8","79.913","14.169","286.803","259.031"
"3","23","18","0","13","13.9","6.7","12.313","13.058","44.735","21.659"
"3","23","19","0","0","10.7","8.2","0","10.7","0","0"
"3","23","20","0","0","7.6","9.8","0","7.6","0","0"
"3","23","21","0","0","4.4","11.3","0","4.4","0","0"
"3","23","22","0","0","3.5","10.5","0","3.5","0","0"
"3","23","23","0","0","2.6","9.6","0","2.6","0","0"
"3","24","0","0","0","1.7","8.8","0","1.7","0","0"
"3","24","1","0","0","0.9","7.9","0","0.9","0","0"
"3","24","2","0","0","0.2","7.1","0","0.2","0","0"
"3","24","3","0","0","-0.6","6.2","0","-0.6","0","0"
"3","24","4","0","0","-1","6","0","-1","0","0"
"3","24","5","0","0","-1.3","5.9","0","-1.3","0","0"
"3","24","6","0","11","-1.7","5.7","10.417","-2.868","40.529","17.53"
"3","24","7","0","64","-1.9","6","61.426","-2.13","238.247","211.458"
"3","24","8","4","133","-2","6.4","130.764","-0.977","504.258","471.843"
"3","24","9","2","226","-2.2","6.7","223.462","0.403","857.483","816.666"
"3","24","10","3","294","-1.7","7.6","293.551","1.856","1119.618","1071.879"
"3","24","11","1","362","-1.1","8.4","362.456","3.269","1374.192","1319.169"
"3","24","12","1","369","-0.6","9.3","369.447","3.62","1398.605","1342.855"
"3","24","13","1","365","-1.1","8.6","365.515","3.304","1385.587","1330.226"
"3","24","14","0","299","-1.7","7.9","296.128","1.932","1129.125","1081.124"
"3","24","15","1","237","-2.2","7.2","233.914","0.62","896.829","855.011"
"3","24","16","1","157","-2.9","7.5","153.501","-1.458","593.599","559.16"
"3","24","17","0","81","-3.7","7.9","78.148","-3.506","304.846","276.705"
"3","24","18","0","20","-4.4","8.2","18.954","-5.135","74.435","50.81"
"3","24","19","0","0","-5","7.5","0","-5","0","0"
"3","24","20","0","0","-5.5","6.9","0","-5.5","0","0"
"3","24","21","0","0","-6.1","6.2","0","-6.1","0","0"
"3","24","22","0","0","-6.7","5.9","0","-6.7","0","0"
"3","24","23","0","0","-7.2","5.5","0","-7.2","0","0"
"3","25","0","0","0","-7.8","5.2","0","-7.8","0","0"
"3","25","1","0","0","-8","5.9","0","-8","0","0"
"3","25","2","0","0","-8.1","6.5","0","-8.1","0","0"
"3","25","3","0","0","-8.3","7.2","0","-8.3","0","0"
"3","25","4","0","0","-7.9","6.9","0","-7.9","0","0"
"3","25","5","0","0","-7.6","6.5","0","-7.6","0","0"
"3","25","6","0","15","-7.2","6.2","14.22","-8.236","56.557","33.263"
"3","25","7","0","82","-6.1","6.5","79.333","-6.015","312.686","284.384"
"3","25","8","50","131","-5","6.9","153.256","-3.647","592.07","557.666"
"3","25","9","100","211","-3.9","7.2","285.796","-0.416","1096.078","1048.984"
"3","25","10","176","267","-3.7","7","424.296","2.216","1613.513","1551.14"
"3","25","11","12","259","-3.5","6.9","264.856","0.042","1017.934","972.95"
"3","25","12","2","260","-3.3","6.7","256.691","0.001","986.763","942.605"
"3","25","13","5","286","-3.1","7.2","286.237","0.501","1098.018","1050.871"
"3","25","14","3","318","-3","7.7","318.297","0.953","1218.66","1168.153"
"3","25","15","10","214","-2.8","8.2","216.169","-0.467","832.236","792.055"
"3","25","16","3","152","-2.6","6.8","149.249","-1.141","576.17","542.131"
"3","25","17","111","98","-2.4","5.5","129.141","-1.179","474.228","442.478"
"3","25","18","12","20","-2.2","4.1","19.931","-3.183","75.481","51.836"
"3","25","19","0","0","-2.4","3.8","0","-2.4","0","0"
"3","25","20","0","0","-2.6","3.4","0","-2.6","0","0"
"3","25","21","0","0","-2.8","3.1","0","-2.8","0","0"
"3","25","22","0","0","-2.8","3.1","0","-2.8","0","0"
"3","25","23","0","0","-2.8","3.1","0","-2.8","0","0"
"3","26","0","0","0","-2.8","3.1","0","-2.8","0","0"
"3","26","1","0","0","-2.6","2.6","0","-2.6","0","0"
"3","26","2","0","0","-2.4","2","0","-2.4","0","0"
"3","26","3","0","0","-2.2","1.5","0","-2.2","0","0"
"3","26","4","0","0","-2.4","2.2","0","-2.4","0","0"
"3","26","5","0","0","-2.6","2.9","0","-2.6","0","0"
"3","26","6","1","14","-2.8","3.6","13.323","-4.285","51.982","28.773"
"3","26","7","1","75","-2.6","4.3","72.425","-2.665","281.303","253.644"
"3","26","8","8","186","-2.4","5","186.594","-0.092","716.631","679.292"
"3","26","9","0","209","-2.2","5.7","204.259","0.417","783.837","744.859"
"3","26","10","11","322","-2.8","6","328.95","1.955","1254.007","1202.492"
"3","26","11","1","328","-3.3","6.4","326.084","1.362","1246.351","1195.055"
"3","26","12","6","323","-3.9","6.7","325.36","0.602","1247.569","1196.238"
"3","26","13","1","349","-3.7","7.2","348.038","0.944","1332.608","1278.813"
"3","26","14","2","358","-3.5","7.7","359.484","1.131","1375.33","1320.274"
"3","26","15","0","268","-3.3","8.2","265.06","-0.224","1019.904","974.867"
"3","26","16","70","164","-3.5","7","198.49","-1.23","759.395","721.018"
"3","26","17","170","95","-3.7","5.8","144.223","-2.184","521.657","488.853"
"3","26","18","54","28","-3.9","4.6","30.486","-4.585","109.736","85.448"
"3","26","19","0","0","-4.6","4.1","0","-4.6","0","0"
"3","26","20","0","0","-5.4","3.6","0","-5.4","0","0"
"3","26","21","0","0","-6.1","3.1","0","-6.1","0","0"
"3","26","22","0","0","-5.4","2.9","0","-5.4","0","0"
"3","26","23","0","0","-4.6","2.8","0","-4.6","0","0"
"3","27","0","0","0","-3.9","2.6","0","-3.9","0","0"
"3","27","1","0","0","-4.1","3.5","0","-4.1","0","0"
"3","27","2","0","0","-4.2","4.3","0","-4.2","0","0"
"3","27","3","0","0","-4.4","5.2","0","-4.4","0","0"
"3","27","4","0","0","-4.6","4.7","0","-4.6","0","0"
"3","27","5","0","0","-4.8","4.1","0","-4.8","0","0"
"3","27","6","27","13","-5","3.6","13.986","-6.449","50.949","27.759"
"3","27","7","59","92","-4.8","3.8","105.384","-4.119","398.357","368.254"
"3","27","8","60","153","-4.6","3.9","180.857","-1.992","693.993","657.197"
"3","27","9","140","216","-4.4","4.1","318.032","1.33","1209.738","1159.483"
"3","27","10","100","387","-4.6","4.6","484.705","4.444","1827.223","1757.874"
"3","27","11","11","310","-4.8","5.2","316.277","0.607","1212.693","1162.355"
"3","27","12","13","388","-5","5.7","400.099","1.363","1529.223","1469.494"
"3","27","13","193","399","-4.6","5.2","604.078","6.205","2261.042","2176.334"
"3","27","14","292","361","-4.3","4.6","634.774","8.361","2351.229","2263.128"
"3","27","15","335","270","-3.9","4.1","519.295","7.227","1923.056","1850.451"
"3","27","16","173","166","-4.3","3.4","255.974","1.407","959.749","916.301"
"3","27","17","147","94","-4.6","2.8","134.61","-2.341","489.879","457.783"
"3","27","18","70","28","-5","2.1","31.691","-5.859","112.279","87.944"
"3","27","19","0","0","-5.4","2.4","0","-5.4","0","0"
"3","27","20","0","0","-5.7","2.8","0","-5.7","0","0"
"3","27","21","0","0","-6.1","3.1","0","-6.1","0","0"
"3","27","22","0","0","-6.7","3.1","0","-6.7","0","0"
"3","27","23","0","0","-7.2","3.1","0","-7.2","0","0"
"3","28","0","0","0","-7.8","3.1","0","-7.8","0","0"
"3","28","1","0","0","-6.7","3.6","0","-6.7","0","0"
"3","28","2","0","0","-5.5","4.1","0","-5.5","0","0"
"3","28","3","0","0","-4.4","4.6","0","-4.4","0","0"
"3","28","4","0","0","-4.6","4.1","0","-4.6","0","0"
"3","28","5","0","0","-4.8","3.6","0","-4.8","0","0"
"3","28","6","8","11","-5","3.1","10.976","-6.616","42.1","19.073"
"3","28","7","98","62","-5","4.1","86.628","-4.765","316.878","288.489"
